Id,Timestep,Fitness,EvaluationTime
34,2098828,0.917814,2397
7,2099016,0.859476,2327
15,2099112,0.160385,2494
25,2099228,2.15595,2783
43,2099281,0,2651
48,2099294,0,2232
26,2099334,2.55169,2273
39,2099414,0.784006,2551
10,2099416,0,2712
27,2099419,0.548755,2369
28,2099579,0.714924,2238
32,2099688,0.160085,1874
4,2099733,0.342988,2624
1,2099753,0.619759,2743
24,2099795,0,2101
45,2099848,1.0158,2658
20,2099884,0.133378,2999
19,2099934,0,2534
36,2099942,0,2768
23,2099974,0.45819,2619
42,2099978,0.173913,2300
8,2100013,0,2101
18,2100065,0.298174,2683
14,2100100,0.993612,2818
33,2100105,0,2509
38,2100125,1.10759,2528
40,2100210,0.338473,2659
47,2100232,0,2101
5,2100263,0.197141,2029
12,2100307,0.319107,2507
0,2100368,0.0771605,2592
11,2100374,0.966517,2897
21,2100390,0.291788,2399
17,2100550,0.12685,2365
49,2100653,0.657084,2435
22,2100715,0,2269
9,2100736,0.189843,2107
2,2100852,0.377181,2121
37,2100897,0,2394
6,2101090,0.10352,2898
31,2101093,0.160578,2491
16,2101096,0.510018,2745
46,2101103,0.0724113,2762
34,2101118,0.312779,2238
3,2101132,0.485437,2472
13,2101149,0.1053,2849
44,2101224,0.159172,2513
29,2101236,0.452331,2874
35,2101294,0.270584,2587
15,2101451,0.174902,2287
41,2101462,0,2885
7,2101600,0.0789889,2532
30,2101667,0.103484,2899
25,2101732,0,2452
27,2101780,0.519706,2309
26,2101808,1.27993,2422
48,2101829,0,2483
28,2101869,0,2238
43,2101942,1.41817,2609
32,2101962,0,2222
10,2102180,0,2712
4,2102194,0,2409
24,2102203,0,2356
20,2102204,0.837743,2268
39,2102233,0.831225,2767
45,2102250,0.510638,2350
5,2102354,0.147131,2039
23,2102430,0.415973,2404
1,2102440,0.227704,2635
18,2102521,0.124792,2404
42,2102558,0.118671,2528
38,2102579,0,2402
0,2102579,0.787402,2159
14,2102597,0.286299,2445
19,2102669,0.149087,2683
36,2102787,0.537057,2793
33,2102791,0,2634
8,2102808,0.218739,2743
47,2102938,0,2654
12,2102961,0.461184,2602
21,2102997,0,2555
17,2103081,0.564744,2479
11,2103094,0.862069,2668
22,2103145,0.336417,2378
2,2103215,0.302899,2311
40,2103244,0.268276,2982
49,2103278,0.155461,2573
37,2103343,0,2394
34,2103479,0.563014,2309
31,2103486,0.213584,2341
9,2103547,0.43494,2759
46,2103635,0.241935,2480
35,2103723,0.799327,2377
6,2103773,0.570125,2631
29,2103786,0.280224,2498
30,2103804,0,2085
3,2103806,0.0762777,2622
44,2103885,1.9931,2609
16,2103893,0.655738,2745
15,2103925,0.45417,2422
41,2103962,0.408497,2448
13,2104074,0.0696136,2873
43,2104130,0.79588,2136
26,2104133,0.263968,2273
20,2104136,0.212766,1880
7,2104198,0,2546
27,2104291,0.162668,2459
25,2104294,1.19522,2510
5,2104435,0.492854,2029
32,2104473,0,2459
10,2104476,0.13369,2244
28,2104524,1.49827,2603
48,2104601,0.588235,2720
19,2104662,0.618238,1941
39,2104720,0.123203,2435
0,2104880,0.444642,2249
42,2104910,0.173913,2300
23,2105101,0.496373,2619
4,2105154,0,2908
36,2105184,1.57783,2345
45,2105205,0,2903
24,2105211,0,2956
14,2105218,1.08992,2569
1,2105235,0.546847,2743
18,2105245,0.149701,2672
22,2105311,0.567644,2114
2,2105329,0.193986,2062
8,2105369,0.438422,2509
38,2105380,0,2749
17,2105424,0.305543,2291
33,2105477,0,2634
21,2105518,0.243013,2469
49,2105541,0.0452284,2211
12,2105606,1.1184,2593
40,2105629,1.24303,2333
34,2105632,1.09472,2101
9,2105638,0.588524,2039
47,2105773,0.14373,2783
11,2105814,0.112444,2668
37,2105931,0,2536
31,2105943,0.582121,2405
35,2106034,0.619743,2259
16,2106170,0.94382,2225
46,2106196,0.398565,2509
30,2106281,0.206186,2425
6,2106284,0.650671,2459
15,2106399,0.784476,2422
20,2106456,1.01411,2268
26,2106458,2.24373,2273
13,2106471,0.383795,2345
29,2106493,0.527307,2655
44,2106546,0.919893,2609
25,2106604,0.177148,2258
3,2106768,0.652921,2910
43,2106791,0.99655,2609
27,2106802,0.650671,2459
32,2106850,0,2325
7,2106897,2.1156,2647
41,2106911,0.862962,2897
5,2106959,0.283172,2472
39,2107111,0,2339
10,2107128,3,2600
28,2107179,1.88244,2603
19,2107182,0,2468
48,2107193,1.9685,2540
0,2107288,0.976231,2356
4,2107506,0,2300
18,2107550,0,2253
23,2107557,0.415973,2404
36,2107581,0.639659,2345
8,2107616,0,2195
2,2107619,0,2238
14,2107621,1.40366,2351
22,2107632,0.661084,2269
24,2107660,0,2397
21,2107739,1.61365,2169
42,2107820,0.384885,2858
38,2107834,0.41632,2402
12,2107881,1.34953,2223
33,2107902,0,2373
17,2107911,0.287474,2435
45,2107915,0.564334,2658
1,2107922,1.63188,2635
34,2108143,2.03335,2459
49,2108203,0.498084,2610
31,2108304,0.519706,2309
35,2108332,1.64737,2246
11,2108347,0.927046,2481
9,2108449,0.28996,2759
37,2108519,0.394322,2536
46,2108663,0.496894,2415
40,2108674,1.03575,2993
47,2108683,1.0147,2858
30,2108758,0,2425
15,2108778,0,2327
26,2108783,0.923889,2273
20,2108891,1.42677,2383
16,2108967,0,2745
6,2109040,0.258876,2704
44,2109145,1.17786,2547
25,2109166,1.67331,2510
3,2109171,0.340281,2351
29,2109200,0.903955,2655
41,2109232,0.661084,2269
7,2109276,0,2327
27,2109305,0.285598,2451
5,2109349,0.727117,2338
13,2109396,0.10442,2873
43,2109452,1.7248,2609
32,2109476,0.3885,2574
0,2109584,0.356506,2244
39,2109598,0.492813,2435
19,2109768,0.197316,2534
48,2109977,0,2732
10,2110102,0.684463,2922
36,2110135,0.639488,2502
18,2110144,0,2542
4,2110162,0.768049,2604
38,2110215,0,2329
28,2110230,0,2999
14,2110242,1.24562,2569
2,2110282,0,2611
22,2110288,0.844854,2604
24,2110309,2.00231,2597
33,2110322,0.253378,2368
42,2110400,0.514241,2528
21,2110406,0.917782,2615
8,2110411,0.218739,2743
23,2110430,0.425381,2821
35,2110504,0.613208,2120
12,2110511,0,2578
17,2110566,0.307338,2603
11,2110640,0.356983,2241
34,2110652,0.854701,2457
49,2110690,0,2435
31,2110697,1.2815,2341
1,2110717,0.473934,2743
45,2110775,1.67379,2808
9,2110794,0,2293
47,2111080,0,2345
37,2111132,0.70285,2561
46,2111224,0.318852,2509
15,2111322,0,2492
20,2111326,0.461603,2383
26,2111366,0.395101,2531
30,2111440,0,2630
40,2111481,0.362976,2755
6,2111553,0.568874,2461
27,2111586,0.224316,2229
41,2111678,0.37594,2394
3,2111719,0.160256,2496
25,2111728,0.239044,2510
16,2111764,1.16576,2745
5,2111873,0.687702,2472
44,2111935,0.219138,2738
13,2111948,0,2500
0,2111975,0.812313,2339
39,2111991,1.0252,2341
7,2112061,1.06111,2733
32,2112102,0.621601,2574
43,2112113,0.613262,2609
29,2112126,0.59151,2874
38,2112213,1.69579,1946
19,2112381,0.273331,2561
8,2112461,0.500501,1998
22,2112509,0.276625,2169
48,2112569,1.06299,2540
2,2112572,0,2238
14,2112617,1.8941,2323
28,2112638,0.976231,2356
42,2112736,0.350263,2284
18,2112744,0.156986,2548
12,2112786,0.0449843,2223
4,2112818,1.34409,2604
33,2112883,2.07254,2509
24,2112884,2.49703,2523
23,2112903,0.908715,2421
17,2112983,2.0296,2365
11,2113043,0,2351
31,2113058,0.779558,2309
10,2113076,2.05339,2922
21,2113122,1.23874,2664
34,2113134,0.987654,2430
36,2113186,0.233411,2999
35,2113197,0.757289,2641
1,2113231,0.649878,2462
46,2113311,0.540541,2035
9,2113340,0.0400962,2494
45,2113361,0.907656,2534
49,2113648,0.619408,2906
40,2113866,0.300043,2333
6,2113904,0.0434972,2299
30,2113917,0,2425
15,2113952,0,2578
47,2113990,0.594822,2858
20,2113992,1.64499,2614
26,2113998,0.116279,2580
37,2114001,0.993965,2817
27,2114007,0.970874,2369
25,2114055,0.791209,2275
16,2114242,0.453421,2426
41,2114329,0.115429,2599
0,2114366,1.06883,2339
5,2114386,0.528241,2461
3,2114388,0.726022,2617
43,2114494,0,2329
13,2114500,0.16,2500
8,2114511,0.550551,1998
38,2114549,0,2284
39,2114594,0.705606,2551
44,2114596,0,2609
7,2114645,0,2532
32,2114728,0.505051,2574
48,2114859,0.759607,2238
19,2114935,0.159872,2502
2,2114963,0,2339
28,2115046,0.806452,2356
29,2115052,0.556715,2874
12,2115067,0.269179,2229
22,2115165,0.0768049,2604
14,2115238,0,2569
42,2115316,0.316456,2528
18,2115338,0.668765,2542
21,2115343,0.461042,2169
23,2115376,0.413052,2421
17,2115386,0.297746,2351
31,2115419,0.303162,2309
33,2115444,0.199283,2509
4,2115488,0.458365,2618
35,2115495,0.578807,2246
36,2115583,1.02345,2345
24,2115591,0.564972,2655
11,2115632,0.157667,2537
34,2115645,0.52867,2459
46,2115676,0.129702,2313
10,2115706,0.349108,2578
45,2115778,0.972516,2365
1,2115882,0.0769527,2599
9,2115886,0.0801925,2494
49,2115941,0.178492,2241
26,2116323,0.263968,2273
27,2116327,0.0881834,2268
30,2116394,0.123711,2425
47,2116405,0.0846382,2363
20,2116427,0,2383
25,2116436,0.300558,2329
37,2116680,0.190331,2627
6,2116706,0,2750
15,2116709,2.73567,2705
0,2116757,0,2339
44,2116810,1.9889,2162
38,2116820,0,2219
5,2116867,0.576369,2429
43,2116875,0,2329
40,2116911,0,2993
41,2116955,0.621601,2574
16,2117021,0,2727
13,2117052,0.32,2500
3,2117057,0,2617
48,2117149,0,2238
32,2117213,0,2433
2,2117253,0,2238
7,2117271,1.0878,2574
19,2117352,0.211416,2365
39,2117413,0.216841,2767
8,2117562,0.200067,2999
12,2117611,0.963082,2492
22,2117621,0.62396,2404
28,2117679,0.464936,2581
14,2117747,0.0814001,2457
34,2117798,1.71347,2101
42,2117803,0,2435
17,2117816,0.798991,2378
23,2117832,0.831947,2404
35,2117924,1.05175,2377
31,2117972,0.439824,2501
9,2117977,0,2039
29,2117978,1.18302,2874
21,2118010,0.114723,2615
18,2118033,0,2643
33,2118037,0.196773,2541
24,2118166,0.753072,2523
36,2118187,0.587774,2552
46,2118196,0.324149,2468
4,2118258,1.25092,2718
49,2118430,0.20517,2437
45,2118488,0.82769,2658
1,2118569,0.0759013,2635
11,2118581,0.103555,2897
10,2118692,0.920245,2934
27,2118748,0.337695,2369
47,2118936,0.121017,2479
26,2118969,1.07941,2594
30,2119082,0.379363,2636
20,2119093,0,2614
0,2119120,0,2311
44,2119139,0.351339,2277
40,2119164,0.499773,2201
6,2119205,0.245198,2447
43,2119256,0.214684,2329
5,2119257,0.25663,2338
15,2119267,1.67598,2506
37,2119268,0,2536
25,2119271,0.503054,2783
48,2119439,4.02145,2238
32,2119584,0.388098,2319
38,2119639,0,2767
7,2119664,1.19607,2341
3,2119712,0.0768344,2603
13,2119737,0.341815,2633
16,2119818,1.0929,2745
19,2119839,0.821355,2435
41,2119904,1.00104,2897
39,2120016,0.0392003,2551
8,2120109,0.400802,2495
12,2120180,0,2517
2,2120230,0,2925
29,2120271,0.892459,2241
23,2120305,0.0826105,2421
22,2120308,0.227704,2635
14,2120320,1.071,2521
17,2120347,1.65389,2479
21,2120358,1.17596,2296
42,2120395,0.11811,2540
31,2120429,0.24948,2405
35,2120508,0.473934,2532
33,2120598,0.438422,2509
28,2120623,0.414938,2892
9,2120652,0.228746,2623
46,2120663,0.289855,2415
18,2120683,0,2598
4,2120689,1.80748,2379
34,2120734,0.346741,2884
24,2120815,0,2597
36,2120818,0,2579
49,2120862,0.12605,2380
10,2121046,0,2302
11,2121207,0.4662,2574
47,2121256,0.529101,2268
1,2121364,0.729129,2743
15,2121391,1.01351,2072
45,2121398,0.874738,2858
44,2121416,1.57303,2225
0,2121508,0.984589,2336
20,2121528,0,2383
40,2121549,5.10073,2333
5,2121562,1.02086,2253
27,2121587,1.61464,2787
6,2121718,0.73141,2461
30,2121770,0,2636
26,2121804,0.718649,2783
25,2121883,0.195312,2560
39,2121940,0.373932,1872
43,2121949,1.28739,2641
32,2121969,0.300043,2333
38,2122083,2.04849,2392
7,2122091,0.547368,2375
16,2122095,0.314607,2225
13,2122102,0.432339,2313
37,2122137,0.887469,2817
48,2122211,1.13971,2720
19,2122326,1.3963,2435
3,2122352,0.0772798,2588
41,2122394,0.533224,2438
22,2122474,0.331126,2114
29,2122630,0.260078,2307
23,2122676,0.388098,2319
14,2122695,1.33448,2323
12,2122724,0.521669,2492
42,2122746,0.260983,2299
46,2122750,0,2035
17,2122764,1.94503,2365
8,2122794,0.607672,2633
35,2122953,1.37902,2393
28,2123031,0.424448,2356
2,2123038,0,2756
31,2123075,0.655359,2594
18,2123076,0.341734,2341
34,2123121,0.685225,2335
33,2123159,0.518135,2509
24,2123267,0,2400
21,2123284,0.417537,2874
9,2123329,0.914286,2625
36,2123372,0.479616,2502
4,2123459,1.3613,2718
49,2123515,0.11534,2601
10,2123606,0.99681,2508
44,2123835,0.464723,2367
20,2123848,0,2268
45,2123865,1.40787,2415
40,2123876,0.747253,2275
11,2123919,1.2406,2660
15,2123949,0.558659,2506
43,2124036,0.540541,2035
0,2124039,0.242033,2479
5,2124040,0.16488,2426
6,2124111,0.512601,2341
27,2124141,0,2502
1,2124159,1.64054,2743
47,2124166,1.08467,2858
13,2124226,0,2072
32,2124354,0.214316,2333
25,2124364,0,2429
26,2124436,0.465116,2580
30,2124481,0.188041,2659
48,2124501,0.134048,2238
7,2124542,0.41684,2399
39,2124543,0.509604,2551
16,2124711,0.234009,2564
38,2124715,0.116279,2580
37,2124750,0.741898,2561
19,2124817,2.00902,2439
3,2124828,0.907591,2424
8,2124844,0.35035,1998
22,2124930,0.124792,2404
14,2125098,3.1476,2351
23,2125149,0.0413052,2421
41,2125184,0.073046,2738
17,2125210,0.918964,2394
35,2125235,0.627803,2230
42,2125259,0.0812678,2461
31,2125278,0.41841,2151
2,2125325,0,2235
29,2125337,1.01695,2655
28,2125439,0.721562,2356
12,2125516,0.0729927,2740
46,2125546,0.327988,2744
33,2125579,0.380068,2368
34,2125614,1.51577,2441
21,2125632,0.566202,2296
36,2125665,0.535475,2241
18,2125670,0,2542
9,2125840,0.366002,2459
24,2125842,0,2523
44,2126023,0.889513,2136
49,2126177,0.153257,2610
10,2126209,0,2551
4,2126229,0.367918,2718
20,2126327,0,2427
15,2126362,0.508259,2361
0,2126427,0.299658,2336
11,2126461,0.923695,2490
6,2126504,0.299018,2341
5,2126564,0.444984,2472
40,2126591,0.976342,2663
27,2126605,0,2412
43,2126697,0.229973,2609
47,2126697,0.161355,2479
45,2126782,0.314136,2865
1,2126846,0.455408,2635
8,2126894,0.2002,1998
13,2126901,0.190621,2623
25,2126926,0,2510
32,2127000,0.385505,2594
26,2127080,0.231481,2592
39,2127130,0.197239,2535
48,2127162,2.06976,2609
42,2127229,0.260688,1918
7,2127241,0,2647
22,2127251,0,2269
3,2127297,0,2417
19,2127330,0.893946,2461
37,2127338,0.197161,2536
38,2127375,0,2608
41,2127405,0.0922084,2169
30,2127432,0.310452,2899
16,2127508,0.619308,2745
23,2127605,0.374376,2404
2,2127615,0,2238
17,2127741,0.68576,2479
31,2127753,0.453983,2423
34,2127767,0,2101
14,2127783,0.835549,2633
28,2127847,1.10357,2356
21,2127853,0.322729,2169
35,2127895,0.153374,2608
24,2128004,0,2110
12,2128007,0.0820008,2439
44,2128211,2.38764,2136
36,2128234,0.595948,2517
29,2128263,0,2874
33,2128283,0.904977,2652
46,2128300,0.99926,2702
18,2128320,2.57891,2598
9,2128713,0.67352,2821
15,2128740,0,2326
10,2128861,1.84615,2600
20,2128882,0.119856,2503
4,2128885,0,2604
27,2128886,0.538358,2229
0,2128914,0.492813,2435
40,2128968,1.72043,2325
49,2128980,0.545256,2751
11,2128994,1.16888,2481
43,2129001,0,2252
6,2129017,0.487607,2461
47,2129019,0.0881057,2270
5,2129110,0.32077,2494
25,2129236,0.841453,2258
13,2129266,0.605275,2313
32,2129523,0.202347,2471
1,2129533,0,2635
22,2129572,0.308506,2269
42,2129580,0.478469,2299
45,2129597,1.04958,2763
19,2129624,1.96253,2242
26,2129638,0.558659,2506
8,2129664,0.0735835,2718
39,2129733,0.431203,2551
48,2129771,0,2557
16,2129785,0.58427,2225
41,2129895,0.902379,2438
2,2129907,0,2240
38,2129955,0.632911,2528
7,2130005,0.442478,2712
31,2130114,0.259853,2309
30,2130120,0.341426,2636
23,2130120,0.406009,2463
21,2130127,0.225023,2222
14,2130186,1.27605,2351
37,2130207,1.27796,2817
3,2130259,2.23368,2910
17,2130272,0.282372,2479
34,2130278,0.162668,2459
35,2130340,0.543251,2393
44,2130425,0.462535,2162
28,2130480,1.70477,2581
24,2130495,0.615006,2439
36,2130626,0.213675,2340
12,2130670,0.497894,2611
33,2130689,0.722175,2354
18,2130743,0.80135,2371
15,2130864,1.64093,2072
46,2130878,1.22724,2526
29,2130970,0,2655
20,2131180,1.02404,2246
27,2131207,0,2269
0,2131302,0.385274,2336
49,2131375,0,2343
5,2131588,0.370981,2426
6,2131598,0.158165,2529
4,2131655,0.772627,2718
43,2131662,0,2609
40,2131683,1.12655,2663
47,2131702,0.798176,2631
9,2131727,0.202566,2962
25,2131798,0.159363,2510
10,2131835,1.26626,2922
1,2131898,0,2313
32,2131916,0,2341
19,2131918,0,2242
11,2131928,0.277585,2882
13,2131951,0.227877,2633
22,2132028,0.374376,2404
45,2132064,0.662526,2415
2,2132197,0,2238
42,2132218,0.232019,2586
26,2132270,0.426357,2580
39,2132336,0.392003,2551
48,2132432,0.306631,2609
31,2132475,0.0866176,2309
8,2132484,0.108382,2768
38,2132523,0,2516
21,2132572,0.167154,2393
16,2132580,0.145826,2743
14,2132589,0.17014,2351
44,2132613,0.561798,2136
35,2132638,0,2246
7,2132664,0.306866,2607
34,2132771,0.286768,2441
30,2132788,0.382263,2616
37,2132794,0.197239,2535
17,2132803,0,2479
3,2132807,0.600962,2496
41,2132844,0.414222,2897
23,2132877,0.295749,2705
15,2132988,0,2072
33,2133041,0,2300
28,2133113,0,2581
18,2133166,0.506116,2371
36,2133189,0,2511
12,2133214,0.441413,2492
24,2133330,1.5451,2783
20,2133564,0.214408,2332
46,2133632,0.370096,2702
29,2133677,0.225989,2655
0,2133690,0.214041,2336
27,2133765,0,2506
13,2133959,0.0511247,1956
40,2133966,0.0448229,2231
4,2134010,1.08554,2303
6,2134038,0,2388
25,2134108,0,2258
5,2134130,0.240964,2490
9,2134238,0.488003,2459
2,2134247,1.3013,1998
32,2134253,0.306346,2285
43,2134261,0,2547
11,2134292,0.302768,2312
49,2134333,0.412939,2906
47,2134353,0.192382,2599
19,2134409,0.369004,2439
10,2134493,0.76746,2606
45,2134622,0.27933,2506
1,2134756,0,2806
39,2134939,0.509604,2551
14,2134943,1.91138,2302
42,2134951,0.484894,2681
26,2134952,0.418251,2630
22,2134958,0.38221,2878
38,2134967,0,2392
44,2135002,0.0855798,2337
48,2135090,0,2606
16,2135106,0.323363,2474
31,2135121,0.308404,2594
35,2135153,0.487211,2463
3,2135200,0.341734,2341
34,2135264,0.245801,2441
41,2135334,0.451189,2438
7,2135382,0,2666
21,2135490,0.348918,2866
12,2135507,0.713967,2241
23,2135530,0.346021,2601
8,2135535,0.100033,2999
30,2135536,0.111276,2696
33,2135602,1.43483,2509
15,2135603,0.546235,2563
37,2135632,0.753769,2786
17,2135675,0,2820
28,2135746,0.116234,2581
18,2135816,2.07852,2598
20,2135855,0.31264,2239
36,2135885,1.09682,2644
24,2135979,0.616095,2597
29,2135980,0.799645,2251
27,2136345,0.118671,2528
40,2136351,0,2333
25,2136418,1.24004,2258
6,2136431,0.598035,2341
46,2136446,0,2762
43,2136619,0.780572,2306
5,2136654,0.121359,2472
0,2136656,0.205903,2914
11,2136684,0.384615,2340
4,2136696,0.22779,2634
19,2136703,0,2242
32,2136769,0.608766,2464
2,2136797,0,2498
13,2136815,0.142653,2804
9,2136826,0.90694,2536
45,2137089,0.372671,2415
49,2137142,0.362713,2757
10,2137145,1.46154,2600
1,2137153,0,2345
47,2137186,0.611291,2781
42,2137302,0.521966,2299
14,2137318,1.54972,2323
48,2137380,0.134048,2238
22,2137414,0.582363,2404
34,2137417,0.809139,2101
26,2137426,0.536746,2422
7,2137432,0.45045,1998
39,2137470,0.201694,2479
15,2137490,0.27248,1835
35,2137546,0.0427168,2341
44,2137713,0.451297,2659
3,2137724,0.283172,2472
31,2137767,0.154202,2594
12,2137800,0.446229,2241
41,2137824,0.492207,2438
16,2137935,0.14404,2777
17,2137954,0.583745,2227
30,2138000,0.290216,2412
38,2138018,0,2999
8,2138220,0,2633
23,2138220,0.265353,2638
37,2138245,1.87427,2561
20,2138246,0.299273,2339
36,2138282,0.98081,2345
33,2138397,1.05724,2743
28,2138408,0.45977,2610
18,2138466,0.461894,2598
29,2138486,1.10024,2454
46,2138509,0,2011
21,2138528,0.167448,2986
24,2138537,0.199521,2506
27,2138766,0.253271,2369
0,2138773,0.242131,2065
40,2138773,0.843882,2370
5,2138933,0.404131,2227
6,2138944,0.446973,2461
25,2138996,0.435471,2526
4,2139059,0.0865426,2311
2,2139167,0.64711,2318
11,2139200,1.98864,2464
13,2139212,0.426439,2345
19,2139227,0,2472
32,2139395,0.1554,2574
43,2139451,0,2780
45,2139556,0.372671,2415
1,2139567,0,2362
34,2139570,0,2101
42,2139653,0,2299
14,2139672,0.434405,2302
9,2139699,0.0708968,2821
10,2139705,0.797448,2508
22,2139763,0.522421,2297
47,2139869,0,2631
15,2139888,0.170503,2346
26,2139921,0.1228,2443
49,2139945,0,2751
35,2140063,0.121704,2465
39,2140073,1.13681,2551
48,2140086,0.263753,2654
31,2140160,0.598035,2341
12,2140179,0.644607,2327
17,2140233,0,2227
44,2140334,0.194628,2569
7,2140370,0.3465,2886
38,2140462,0,2392
16,2140627,0.30303,2640
8,2140650,1.30362,2378
36,2140679,2.04691,2345
3,2140686,0.378007,2910
30,2140712,0.451128,2660
23,2140713,1.06514,2441
33,2140741,1.09075,2292
41,2140773,0.345185,2897
20,2140804,0.0798085,2506
37,2140858,0.859039,2561
46,2141016,0,2455
27,2141047,0.672948,2229
29,2141076,0.551615,2538
40,2141150,1.24731,2325
28,2141225,0.759494,2765
21,2141244,0.45045,2664
25,2141245,2.36686,2197
18,2141301,0.395257,2783
6,2141339,0.512164,2343
5,2141366,0.377992,2381
24,2141372,0.610852,2783
0,2141506,0.484894,2681
4,2141606,0.881764,2495
32,2141706,0.398406,2259
2,2141793,1.0878,2574
11,2141883,0.532117,2631
13,2141926,0.638618,2662
22,2141929,0.709555,2114
19,2141931,0.226244,2652
43,2142012,0.11957,2509
45,2142023,2.36025,2415
34,2142081,0,2459
1,2142254,0.341556,2635
10,2142265,0.637959,2508
9,2142287,1.61672,2536
42,2142317,1.14855,2612
38,2142460,0,1946
35,2142492,0.252419,2377
48,2142531,1.29545,2393
26,2142567,0.231303,2594
49,2142571,0.1554,2574
14,2142595,0,2871
15,2142645,0.147874,2705
17,2142650,0.465116,2365
47,2142702,0.287666,2781
31,2142804,0.655864,2592
12,2142824,0.462784,2593
39,2142913,0.430416,2788
44,2142955,0.856364,2569
20,2143124,1.0582,2268
16,2143130,0.122399,2451
23,2143169,0.62396,2404
7,2143181,0.326205,2759
36,2143213,1.32957,2482
41,2143263,0,2438
8,2143335,0.873528,2633
27,2143336,0.715244,2237
33,2143391,0.384911,2598
30,2143424,0.488722,2660
29,2143550,0.619323,2422
25,2143555,0.752879,2258
32,2143642,1.06157,1884
3,2143648,0.859107,2910
37,2143696,0.681981,2786
46,2143848,0,2780
40,2143865,0,2663
28,2143880,0.0768344,2603
18,2143951,0,2598
21,2143960,0,2664
24,2144021,1.3092,2597
4,2144031,2.23346,2373
6,2144037,0,2646
0,2144080,0.0793021,2522
5,2144098,0.671642,2680
19,2144225,0,2242
2,2144256,0.331813,2411
13,2144291,0.259403,2313
11,2144595,0.676692,2660
22,2144606,0.72381,2625
43,2144786,1.54298,2722
47,2144855,0,2101
45,2144883,2.92023,2808
42,2144897,0.474684,2528
38,2144904,0,2392
17,2144929,0.449035,2227
1,2144941,0.872865,2635
10,2144958,1.36312,2641
48,2144998,0.289855,2415
15,2145016,0,2319
14,2145016,0,2369
26,2145041,0.0412882,2422
34,2145062,0,2929
9,2145243,0.516529,2904
35,2145305,0.941688,2761
49,2145380,0.54407,2757
8,2145385,0.0500501,1998
20,2145422,0.400712,2246
31,2145448,0.0385802,2592
44,2145576,0.116777,2569
32,2145578,0.530786,1884
12,2145595,0.735565,2719
23,2145662,0.204834,2441
25,2145681,0.144648,2074
39,2145716,1.45402,2751
7,2145807,0,2574
27,2145827,0.820008,2439
16,2145909,0.513385,2727
36,2145929,0,2664
33,2145952,0.637704,2509
41,2146012,0,2697
30,2146136,0,2660
40,2146242,0.129032,2325
28,2146261,0.558179,2329
46,2146315,0,2415
37,2146352,0.499232,2604
21,2146368,0.0424448,2356
18,2146374,1.68705,2371
5,2146403,0.577008,2253
4,2146462,0.546448,2379
19,2146519,0.133809,2242
29,2146601,0.666889,2999
3,2146610,1.20275,2910
24,2146670,0.38506,2597
6,2146720,0.0380084,2631
0,2146736,0.422427,2604
11,2146908,0.398054,2261
13,2147005,0.338092,2662
2,2147069,1.62984,2761
17,2147208,1.93085,2227
22,2147283,0,2625
10,2147333,0.301334,2323
38,2147348,0.376254,2392
45,2147350,1.61491,2415
47,2147546,0.0378931,2639
42,2147561,1.30168,2612
15,2147566,0,2498
8,2147573,0.702247,2136
43,2147601,0.832429,2763
26,2147619,0,2526
14,2147659,0,2591
48,2147659,0.613262,2609
1,2147736,0.583303,2743
9,2147831,0.197161,2536
34,2147874,0.833333,2760
32,2147889,1.01815,2259
31,2147934,0,2434
44,2147951,0.473526,2323
20,2148088,0.726855,2614
27,2148116,1.16227,2237
35,2148118,0.0724375,2761
12,2148123,1.17124,2476
39,2148144,0,2376
23,2148155,1.3519,2441
49,2148189,0.253899,2757
30,2148468,0.219298,2280
41,2148502,0.820345,2438
33,2148513,0.557991,2509
25,2148516,0,2783
21,2148589,0,2169
36,2148625,0.567322,2644
40,2148627,0.685812,2333
7,2148663,0.998573,2804
16,2148688,0.513385,2727
4,2148817,0.651324,2303
37,2148819,0.745342,2415
29,2148919,0.573698,2266
46,2149069,0.96225,2702
24,2149119,1.5436,2397
28,2149127,0,2814
19,2149193,0.533944,2622
5,2149213,1.74039,2758
3,2149250,0.540958,2588
18,2149283,0.59503,2857
38,2149346,0.20555,1946
13,2149402,0.127932,2345
11,2149424,0.689935,2464
0,2149469,1.11899,2681
17,2149625,0.549683,2365
6,2149635,0.0698568,2863
15,2149690,0.19305,2072
2,2149695,1.28205,2574
10,2149800,0.786749,2415
32,2149825,0,1884
22,2149925,0.42471,2590
42,2150001,1.34003,2388
34,2150027,0.618753,2101
45,2150032,0,2630
26,2150093,1.56895,2422
48,2150104,0,2393
44,2150139,5.33708,2136
8,2150258,0,2633
43,2150351,0.481838,2698
47,2150379,0.323625,2781
20,2150386,1.02404,2246
1,2150481,0.631266,2693
9,2150508,0.72381,2625
14,2150561,0,2850
31,2150578,0.0771605,2592
27,2150607,1.72202,2439
23,2150611,0.998336,2404
12,2150651,1.77706,2476
39,2150747,0.509604,2551
35,2150800,0.798479,2630
41,2150948,0.334169,2394
25,2150963,0,2395
16,2150965,0.58427,2225
49,2150992,0.508906,2751
36,2151016,1.23985,2339
7,2151056,1.58052,2341
21,2151102,0.568874,2461
30,2151148,0,2628
4,2151242,0,2373
40,2151244,0,2565
33,2151369,0.784593,2804
37,2151432,2.73331,2561
28,2151533,0.339847,2354
46,2151536,0.703934,2415
3,2151578,0,2276
5,2151741,0.686591,2476
